OID_,Shape_Length,노선명,버스정류장 수,평균구간길이(Km)
393,0.011343899284046,7475,3,0.37812997613486665
394,0.444642441695823,750A,82,0.5422468801168573
395,0.424364778011667,750B,75,0.5658197040155559
396,0.484436980087529,752,103,0.47032716513352335
397,0.432568554666609,753,104,0.4159313025640471
398,0.568143168196969,760,101,0.5625179883138307
399,0.348284644153562,761,83,0.41962005319706264
400,0.358599497196073,7611,80,0.44824937149509125
401,0.185013575278115,7612,47,0.3936459048470532
402,0.331631557181473,7613,88,0.3768540422516739
403,0.463062444232521,771,102,0.4539827884632559
404,0.125805829863464,7711,41,0.30684348747186346
405,0.238331260865808,7713,68,0.3504871483320706
406,0.152461718166289,7714,42,0.36300409087211666
407,0.211635923679928,7715,58,0.36488952358608273
408,0.102768377813833,7719,33,0.3114193267085848
409,0.247558507021526,7720,76,0.3257348776599026
410,0.16481155913433,7722,49,0.3363501206823061
411,0.160695352449493,7723,40,0.4017383811237325
412,0.256526364075375,7726,66,0.38867630920511365
413,0.589241734930059,7727,108,0.5455941990093139
414,0.562773799303115,7728,109,0.5163062378927661
415,0.746073245898098,773,136,0.548583269042719
416,0.258104567805892,7730,74,0.3487899564944487
417,0.424254221525717,7733,76,0.5582292388496277
418,0.283171993185024,7734,95,0.2980757823000253
419,0.244454769291253,7737,64,0.38196057701758285
420,0.179401422238167,7738,54,0.33222485599660556
421,0.16058781648581,7739,43,0.373460038339093
422,0.691076595824838,774,160,0.43192287239052374
423,0.435412792727874,775,86,0.5062939450324117
424,0.059476520232651,8001,14,0.4248322873760786
425,0.053081115111557,8002,12,0.44234262592964163
426,0.054271567064912,8003,27,0.2010058039441185
427,0.285921814103448,8101,55,0.519857843824451
428,2.158369457127792,8111,127,1.6995035095494426
429,1.512742618264301,8112,41,3.6896161421080507
430,0.531212336938774,8146,135,0.3934906199546474
431,0.057999113657955,8221,15,0.3866607577197
432,0.188176491548412,8321A,42,0.4480392655914571
433,0.168881143688536,8321B,40,0.42220285922134
434,0.051679759114186,8331,14,0.3691411365299
435,0.143353279755697,8332,41,0.34964214574560243
436,0.110210030218929,8335,27,0.4081852971071444
437,0.162829797325454,8336,55,0.2960541769553709
438,0.065703621561491,8337,15,0.4380241437432733
439,0.03887520859105,8441,10,0.3887520859105
440,0.26240086268897,8541,56,0.4685729690874464
441,0.07650074180305,8551,24,0.3187530908460417
442,0.031210999708141,8552,12,0.26009166423450836
443,0.092283394667318,8561,24,0.3845141444471583
444,0.505197842528764,8641,117,0.43179302780236234
445,0.051231076454413,8661,11,0.46573705867648185
446,0.08363949041164,8663,5,1.6727898082328
447,0.182919836309107,8671,31,0.5900639880938936
448,0.253245619215552,8701,63,0.4019771733580191
449,0.05904730413751,8761,9,0.6560811570834445
450,0.111209263267706,8762,15,0.7413950884513733
451,0.034840656754551,8771,12,0.290338806287925
452,0.11072958643851,8772,28,0.3954628087089643
453,0.128100831822567,8773,48,0.2668767329636813
454,0.179446195614246,8774,58,0.3093899924383552
455,0.071492217829195,8777,18,0.3971789879399722
456,0.244092705488215,90S투어,23,1.0612726325574564
457,0.662773623947062,9401,63,1.0520216253127967
458,0.457570931071522,9401-1,21,2.1789091955786763
459,0.55358807573275,9403,121,0.4575108063907025
460,0.462480100209176,9404,58,0.7973794831192691
461,0.642194836949166,9408,120,0.535162364124305
462,0.575105272225846,9409,85,0.67659443791276
463,0.707726668103756,9701,126,0.5616878318283778
464,0.598936388475739,9703,118,0.5075732105726602
465,0.581901971824091,9707,77,0.7557168465247935
466,0.73446070417702,9709,142,0.517225848011986
467,0.772243839417929,9711,80,0.9653047992724113
468,0.41290182387158,9711B,35,1.1797194967759428
469,0.737552028195964,9714,52,1.4183692849922385
470,0.020745610148367,9999Test,6,0.34576016913945
471,0.705651013513555,N13,145,0.4866558713886586
472,0.695013114671872,N13B,143,0.4860231571131972
473,0.704516791041788,N15,146,0.4825457472888959
474,0.70334783823178,N15A,142,0.4953153790364648
475,0.728734588891876,N16,131,0.5562859457189894
476,0.728625944027985,N16B,131,0.5562030107083855
477,0.723241158897129,N26,134,0.5397322081321858
478,0.705640887176189,N26A,125,0.5645127097409511
479,0.476730217684389,N30,96,0.4965939767545719
480,0.714552204067982,N31,146,0.4894193178547822
481,0.680168333036243,N37,112,0.6072931544966456
482,0.73273669152983,N51,158,0.4637573997024241
483,1.229108155562892,N6000,20,6.14554077781446
484,1.175612795158137,N6001,20,5.878063975790685
485,2.478091629141926,N6002,47,5.272535381153035
486,0.862260398584839,N61,187,0.46110181742504763
487,0.85612728007461,N61B,177,0.4836877288557119
488,0.692936703510624,N62,163,0.4251145420310577
489,0.690856762672949,N62B,155,0.44571404043416074
490,0.695442738621678,N64,165,0.4214804476495019
491,0.487563817899029,N65,112,0.43532483740984734
492,1.321108412261463,N6701,36,3.6697455896151747
493,0.622565714410579,N6701-1,17,3.6621512612386997
494,1.510847516016243,N6703,38,3.975914515832218
495,0.715914251997851,N6703-1,18,3.977301399988061
496,0.652427805949586,N72,170,0.3837810623232859
497,0.715268837033495,N73,155,0.46146376582806126
498,0.838296380407888,N75,172,0.487381616516214
499,0.218333627242849,N824,50,0.436667254485698
500,0.296400084371672,N840,56,0.5292858649494142
501,0.373914214067899,N850,77,0.48560287541285585
502,0.365973494122762,N852,77,0.47529025210748305
503,4.261069948814403,N854,131,3.25272515176672
504,0.211227657951304,N866,44,0.4800628589802364
505,0.288992876578064,N876,64,0.451551369653225
506,0.12767558396489,N877,37,0.3450691458510541
507,0.107241122454674,강남01,33,0.32497309834749694
508,0.058848847620534,강남02,24,0.24520353175222503
509,0.112259424374994,강남03,33,0.3401800738636182
510,0.162880124176773,강남05,45,0.36195583150394
511,0.186803031664881,강남06,45,0.41511784814417996
512,0.070031625309866,강남06-1,24,0.29179843879110834
513,0.064823578184741,강남06-2,24,0.2700982424364208
514,0.134292786202609,강남07,45,0.29842841378357554
515,0.098043087551608,강남08,27,0.363122546487437
516,0.144487969223739,강남10,43,0.3360185330784628
517,0.099987938522335,강남방면,3,3.3329312840778327
518,0.215250092410693,강동01,64,0.33632826939170785
519,0.212945799717419,강동02,77,0.2765529866459987
520,0.182134632999277,강동05,67,0.27184273581981644
521,0.072221091047254,강북01,36,0.20061414179792775
522,0.051029674651817,강북02,32,0.15946773328692812
523,0.04353855995317,강북03,25,0.17415423981268
524,0.04273810392252,강북04,25,0.17095241569008
525,0.076657625227377,강북05,40,0.1916440630684425
526,0.05321097362548,강북06,35,0.15203135321565717
527,0.052401479581455,강북08,16,0.32750924738409376
528,0.115469860293872,강북09,51,0.22641149077229802
529,0.041215475637294,강북10,31,0.1329531472170774
530,0.041243762572557,강북10-1,31,0.13304439539534516
531,0.108051165860462,강북11,49,0.22051258338869795
532,0.054550438270351,강북12,17,0.32088493100206467
533,0.083906829601562,강서01,41,0.2046508039062488
534,0.071363845611831,강서02,49,0.14564050124863467
535,0.1009853567919,강서03,71,0.14223289689
536,0.06814915029483,강서04,30,0.2271638343161
537,0.151587242966304,강서05,72,0.21053783745319998
538,0.0450636471654,강서05-1,15,0.300424314436
539,0.097545162249085,강서06,38,0.2566977953923289
540,0.104281651402973,강서07,38,0.2744253984288763
541,0.062788823610555,관악01,29,0.21651318486398274
542,0.083553637491216,관악02,38,0.21987799339793684
543,0.039720392279186,관악03,22,0.18054723763266364
544,0.047893597612597,관악04,27,0.17738369486147035
545,0.031858308032859,관악05,20,0.159291540164295
546,0.048616520647865,관악06,28,0.17363043088523214
547,0.017854330015211,관악07,10,0.17854330015211
548,0.08734440157743,관악08,36,0.2426233377150833
549,0.056559439713815,관악10,29,0.19503255073729311
550,0.026666534500238,관악11,15,0.1777768966682533
551,0.107614669962708,광진01,44,0.24457879536979094
552,0.041570755780373,광진02,23,0.18074241643640437
553,0.095139183544611,광진03,42,0.22652186558240717
554,0.106681825515955,광진04,38,0.2807416460946184
555,0.08496387785822,광진05,37,0.2296321023195135
556,0.040234540862331,구로01,19,0.21176074138068945
557,0.035353945606401,구로02,20,0.176769728032005
558,0.025586366096504,구로03,12,0.21321971747086665
559,0.080444688339555,구로04,34,0.23660202452810294
560,0.065428010994407,구로05,35,0.18693717426973427
561,0.049364991481707,구로06,27,0.18283330178409998
562,0.11027519448341,구로07,46,0.23972868365958697
563,0.056960227243957,구로08,26,0.2190777970921423
564,0.132762594045966,구로09,53,0.25049546046408677
565,0.068677657330369,구로10,27,0.25436169381618146
566,0.108631907612615,구로11,34,0.3195056106253382
567,0.020086806428095,구로12,17,0.11815768487114706
568,0.056807607416323,구로13,13,0.43698159551017696
569,0.079366473635372,구로14,30,0.26455491211790666
570,0.043660208431156,구로15,22,0.19845549286889091
571,0.081472432073432,금천01,30,0.27157477357810667
572,0.117364139530083,금천01-1,40,0.2934103488252075
573,0.088938761919976,금천02,36,0.2470521164443778
574,0.065087839469987,금천03,31,0.20996077248382905
575,0.089461025615902,금천04,29,0.30848629522724824
576,0.079336002737645,금천05,38,0.20877895457275
577,0.113909760499209,금천06,46,0.24762991412871524
578,0.130735219833734,금천07,49,0.2668065710892531
579,0.108697080502386,금천08,42,0.25880257262472856
580,0.072229562384435,금천09,27,0.2675168977201296
581,0.079294279584356,금천10,18,0.44052377546864446
582,0.080596612192523,금천11,34,0.23704885938977352
583,0.117219138305093,금천11-1,46,0.2548242137067239
584,0.02077646129487,노원01,13,0.15981893303746153
585,0.115168232059351,노원02,46,0.25036572186815437
586,0.071626063664353,노원03,32,0.22383144895110316
587,0.059381891994087,노원04,29,0.20476514480719654
588,0.072555584392028,노원05,30,0.24185194797342666
589,0.068503081126989,노원08,25,0.274012324507956
590,0.100374517524687,노원09,36,0.27881810423524167
591,0.063312959279582,노원11,29,0.21832054923993793
592,0.055658225006502,노원13,25,0.22263290002600802
593,0.15971148277727,노원14,66,0.24198709511707572
594,0.241899461800888,노원15,82,0.2949993436596195
595,0.092630071189254,도봉01,39,0.23751300304936923
596,0.066528909041651,도봉02,31,0.21460938400532584
597,0.037878767558986,도봉03,20,0.18939383779493
598,0.034456068769243,도봉04,18,0.19142260427357222
599,0.096484529918395,도봉05,36,0.26801258310665277
600,0.064869622516396,도봉06,27,0.24025786117183703
601,0.070354394931225,도봉07,31,0.22694966106846776
602,0.083771549974991,도봉08,44,0.19038988630679773
603,0.109033541234828,도봉09,51,0.21379125732319215
604,0.010724534318504,동대문01,5,0.21449068637007998
605,0.032626955705882,동대문02,16,0.20391847316176248
606,0.057973561095402,동대문03,21,0.2760645766447714
607,0.079750540586711,동대문05,36,0.22152927940753053
608,0.102380619229099,동작01,43,0.23809446332348602
609,0.063228310504341,동작02,33,0.19160094092224544
610,0.08464891177442,동작03,35,0.24185403364119998
611,0.103112140649263,동작05,41,0.2514930259738122
612,0.110369050937677,동작05-1,42,0.26278345461351665
613,0.056362235508074,동작06,20,0.28181117754037005
614,0.047112857638811,동작07,21,0.22434694113719522
615,0.091319436339447,동작08,35,0.2609126752555629
616,0.031101220905835,동작09,11,0.28273837187122725
617,0.0684877044753,동작10,28,0.24459894455464287
618,0.068722343636031,동작11,35,0.19634955324580286
619,0.050410107536348,동작12,27,0.18670410198647408
620,0.125621097734168,동작13,57,0.22038789076169824
621,0.12588886125156,동작13-1,58,0.21704976077855176
622,0.068024933185593,동작14,25,0.272099732742372
623,0.043173166975524,동작15,22,0.19624166807056362
624,0.045338200006849,동작16,20,0.226691000034245
625,0.048561193853964,동작17,24,0.20233830772484998
626,0.041038768631933,동작18,20,0.205193843159665
627,0.0495410603382,동작19,33,0.15012442526727274
628,0.031055574959569,동작20,19,0.16345039452404736
629,0.055416639594895,동작21,28,0.19791656998176785
630,0.055125367034449,마포01,39,0.14134709496012562
631,0.023995030179302,마포02,17,0.1411472363488353
632,0.033188881827592,마포03,18,0.18438267681995554
633,0.012287636095284,마포05,10,0.12287636095284
634,0.063021946545342,마포06,33,0.19097559559194546
635,0.059743238065915,마포07,32,0.18669761895598438
636,0.161856557049594,마포08,53,0.30538973028225286
637,0.081855370973351,마포09,41,0.19964724627646582
638,0.057387514890578,마포10,25,0.229550059562312
639,0.051655515211338,마포11,24,0.21523131338057502
640,0.050656619711273,마포12,24,0.21106924879697084
641,0.048052771518431,마포13,34,0.14133168093656176
642,0.02282551561578,마포14,17,0.13426773891635296
643,0.120536845712692,마포15,41,0.293992306616322
644,0.073333035978029,마포16,39,0.18803342558468972
645,0.028833994019962,마포17,14,0.2059571001425857
646,0.05544455498866,마포18,24,0.23101897911941668
647,0.050429928659447,마포18-1,20,0.252149643297235
648,0.042407763980166,서대문01,19,0.22319875779034737
649,0.063857423157349,서대문02대,43,0.14850563524964885
650,0.025261571822068,서대문02소,17,0.14859748130628236
651,0.075643742278441,서대문03,29,0.26084049061531384
652,0.058150731384802,서대문04,25,0.23260292553920803
653,0.058588032942921,서대문05,25,0.234352131771684
654,0.079538055661182,서대문06,32,0.24855642394119373
655,0.032047866358285,서대문07,23,0.13933854938384782
656,0.041469565511883,서대문08,18,0.2303864750660167
657,0.025217993100949,서대문09대,12,0.21014994250790833
658,0.031396892175849,서대문09소,17,0.18468760103440587
659,0.050673214410997,서대문10,24,0.21113839337915416
660,0.120605812333585,서대문11,36,0.33501614537106944
661,0.028998919810221,서대문12,19,0.15262589373800525
662,0.063928119018423,서대문13,32,0.1997753719325719
663,0.036248888684748,서대문14,20,0.18124444342374
664,0.038727963327746,서대문15,25,0.154911853310984
665,0.332989808347932,서울01,9,3.699886759421467
666,0.098682729760075,서울02,6,1.6447121626679166
667,0.286769470359022,서울03,7,4.0967067194146
668,0.097575915825672,서울04,12,0.8131326318806
669,0.158361006683569,서울05,8,1.9795125835446126
670,0.221586553260067,서울06,11,2.014423211455154
671,0.103136452237429,서울07,5,2.06272904474858
672,0.090932854396453,서울08,12,0.7577737866371084
673,0.112366271404333,서울09,9,1.248514126714811
674,0.077454934671073,서울10,7,1.1064990667296144
675,0.035356894420902,서초01,15,0.23571262947268
676,0.074693478592062,서초02,28,0.2667624235430786
677,0.094221017307438,서초03,29,0.3249000596808207
678,0.027870385553385,서초05,12,0.232253212944875
679,0.057176213360585,서초06,17,0.3363306668269706
680,0.045492260980873,서초07,21,0.2166298141946333
681,0.085200675040336,서초08,30,0.28400225013445335
682,0.216991455325484,서초09,48,0.4520655319280917
683,0.1042078630186,서초10,38,0.27423121847
684,0.099132098173626,서초11,36,0.27536693937118334
685,0.146235712304795,서초13,51,0.2867366907937157
686,0.093620059736156,서초14,34,0.2753531168710471
687,0.096043757566323,서초15,38,0.2527467304376921
688,0.056396059266834,서초16,23,0.24520025768188697
689,0.124768317991088,서초17,39,0.31991876407971287
690,0.1683435100702,서초18,45,0.37409668904488885
691,0.105807390682615,서초18-1,34,0.3111982078900441
692,0.137575829928792,서초20,39,0.35275853827895387
693,0.175338310202274,서초21,49,0.3578332861270898
694,0.022544018545769,서초22,11,0.20494562314335454
695,0.055492595911187,성동01,27,0.2055281330043963
696,0.111870662035582,성동02,62,0.18043655167029354
697,0.088588634872598,성동03,40,0.221471587181495
698,0.080294366288103,성동03-1,36,0.2230399063558417
699,0.080134156486478,성동03-2,39,0.20547219611917436
700,0.043434287646271,성동05,22,0.19742858021032272
701,0.008223908036866,성동06,10,0.08223908036866
702,0.02973000517378,성동07,9,0.33033339081977775
703,0.092822313471417,성동08,39,0.23800593197799233
704,0.022109922669747,성동09,17,0.1300583686455706
705,0.045964070429189,성동10,20,0.22982035214594498
706,0.042675462465967,성동12,24,0.17781442694152916
707,0.09586063200334,성동13,28,0.34235940001192855
708,0.023665558338582,성동14,12,0.19721298615485
709,0.020903042269633,성동15,16,0.13064401418520624
710,0.047134222511262,성북01,31,0.1520458790685871
711,0.060239430901269,성북02,37,0.16280927270613244
712,0.063471498398612,성북03,30,0.21157166132870667
713,0.063198208466879,성북04,28,0.22570788738171071
714,0.009899757830924,성북05,10,0.09899757830924001
715,0.070740003893662,성북06,29,0.24393104790917933
716,0.042023105190155,성북07,13,0.32325465530888464
717,0.026656756354933,성북08,17,0.15680444914666472
718,0.038024880612267,성북09,23,0.16532556787942174
719,0.060835735302855,성북10,34,0.17892863324369118
720,0.060835735302855,성북10-1,34,0.17892863324369118
721,0.049415656132298,성북10-2,25,0.197662624529192
722,0.065784733931789,성북12,31,0.21220881913480322
723,0.056697951205324,성북13,27,0.20999241187157036
724,0.055325047525159,성북14-1,22,0.25147748875072273
725,0.043957238991039,성북14-2,16,0.27473274369399375
726,0.018874313611473,성북15,17,0.11102537418513529
727,0.079626624483597,성북20,36,0.2211850680099917
728,0.050085534332439,성북21,35,0.1431015266641114
729,0.034273632829731,성북22,22,0.1557892401351409
730,0.108713930559859,송파01,27,0.4026441872587371
731,0.091663493445148,송파02,28,0.32736961944695714
732,0.091340844277881,송파03,18,0.5074491348771167
733,0.216723634777356,심야A21,40,0.54180908694339
734,0.112566143504895,양천01,34,0.33107689266145585
735,0.096558464201857,양천02,37,0.2609688221671811
736,0.128484560066425,양천03,59,0.21777044079055083
737,0.119581318603549,양천04,34,0.3517097605986735
738,0.089722941719355,영등포01,44,0.20391577663489777
739,0.097355070241419,영등포02,35,0.2781573435469114
740,0.066320152889354,영등포03,25,0.265280611557416
741,0.103183118087829,영등포04,38,0.27153452128376054
742,0.110169413534917,영등포05,38,0.28991950930241317
743,0.057819182963522,영등포06,28,0.20649708201257855
744,0.061145652363751,영등포07,27,0.2264653791250037
745,0.028062308940891,영등포08,15,0.18708205960594
746,0.066103132584649,영등포09,26,0.2542428176332654
747,0.045954235479815,영등포10,12,0.3829519623317917
748,0.03253503903202,영등포11,9,0.3615004336891111
749,0.083357150057793,영등포12,26,0.32060442329920386
750,0.064711995943213,영등포13,23,0.2813565041009261
751,0.050522233610351,용산01,24,0.21050930670979584
752,0.076390956031077,용산02,35,0.21825987437450572
753,0.08547420486445,용산03,30,0.28491401621483337
754,0.062365211014115,용산04,27,0.23098226301524072
755,0.021192801269628,은평01,13,0.1630215482279077
756,0.074096238255227,은평02,36,0.2058228840422972
757,0.030606506233355,은평03,21,0.14574526777788097
758,0.026741444711858,은평03-1,21,0.1273402129136095
759,0.025135673133509,은평03-2,12,0.20946394277924166
760,0.057795642162178,은평04,25,0.231182568648712
761,0.067271948298456,은평05,34,0.19785867146604708
762,0.047104204098981,은평06,20,0.23552102049490498
763,0.026446388001978,은평07,14,0.18890277144269998
764,0.036121555706716,은평08,23,0.15705024220311303
765,0.036254485053124,은평08-1,23,0.15762819588314783
766,0.038128189804209,은평08-2,26,0.1466468838623423
767,0.042520033219955,은평09,26,0.16353858930751922
768,0.042321618595344,은평10,19,0.22274536102812634
769,0.038099513930813,종로01,21,0.18142625681339522
770,0.048796459263713,종로02,26,0.18767868947581925
771,0.067961366159692,종로03,29,0.23434953848169657
772,0.041590706677927,종로05,27,0.1540396543626926
773,0.054796261842421,종로06,27,0.2029491179348926
774,0.041349520575525,종로07,19,0.2176290556606579
775,0.060862986534566,종로08,31,0.19633221462763226
776,0.053316927637115,종로09,18,0.2962051535395278
777,0.0668501591332,종로11,20,0.334250795666
778,0.041147151336105,종로12,16,0.25716969585065624
779,0.06590858449999,종로13,36,0.1830794013888611
780,0.033616569455982,중랑01,18,0.1867587191999
781,0.062766894521685,중랑02,26,0.24141113277571158
782,0.021940912563622,청와대A01(자율주행),6,0.3656818760603667
